,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PVT00MICROV965,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,19620,9172,32,870135,Y,M
PVT00MICROV535,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,25680,8323,32,426470,N,M
PVT00MICROV760,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,25920,8294,27,379457,N,F
PVT00MICROV1229,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,27000,10455,27,563639,Y,M
PVT00MICROV2074,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,26250,8480,56,777192,N,M
PVT00MICROV494,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,26000,13352,51,804540,Y,M
PVT00MICROV1058,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,26260,12438,57,639975,N,M
PVT00MICROV1267,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,26520,13130,34,837828,N,M
PVT00MICROV1375,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,27820,10389,60,904392,N,M
PVT00MICROV178,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,27820,14014,49,650238,N,F
PVT00MICROV702,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,26520,12753,53,423810,N,F
PVT00MICROV140,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,29430,11180,46,513480,Y,M
PVT00MICROV433,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,29960,10483,55,455328,Y,M
PVT00MICROV631,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,29400,9497,28,675268,N,M
PVT00MICROV1753,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,36050,16940,38,966612,N,F
PVT00MICROV2438,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,36720,13608,38,719510,N,F
PVT00MICROV742,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,37800,14637,35,321114,N,M
PVT00MICROV1717,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,38480,12550,39,1377480,N,M
PVT00MICROV2009,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,39220,18492,46,551718,Y,M
PVT00MICROV475,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,39900,14968,29,996112,N,F
PVT00MICROV149,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,40950,15015,43,726921,N,M
PVT00MICROV1026,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,63720,20012,24,969990,Y,M
PVT00MICROV1355,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,62540,25311,37,1373190,N,M
PVT00MICROV1210,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,66340,31310,34,861286,N,M
PVT00MICROV2022,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,91300,39076,49,1171170,N,M
PVT00MICROV222,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,87550,39397,42,819104,N,M
PVT00MICROV620,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,92700,35631,33,1958528,N,M
PVT00MICROV1923,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,103020,47995,60,944812,Y,M
PSUIN300406MICRO0142879,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,3300,1209,34,408630,N,M
PSUIN30055MICRO0131386,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,5500,2016,33,355740,N,M
PSUIN300366MICRO0125281,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,6120,2035,30,278824,N,M
PSUIN300180MICRO0121135,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,10800,3710,48,353650,N,M
PSUIN300265MICRO0113671,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,13910,6955,32,325692,N,M
PSUIN300450MICRO0146162,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,16640,7499,27,287324,N,F
PSUIN300306MICRO0139456,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,19760,9940,30,381810,N,F
PSUIN300188MICRO0131077,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,21000,8856,43,383778,N,M
PSUIN300123MICRO0112440,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,24480,9453,46,240720,N,M
PSUIN300106MICRO0121145,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,25200,9244,59,407550,N,F
PSUIN300278MICRO0148997,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,25920,9417,33,343501,N,M
PSUIN300470MICRO0115463,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,26750,12375,52,340392,Y,M
PSUIN300256MICRO0122851,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,25750,11770,49,434385,N,M
PSUIN300104MICRO0124536,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,28600,10582,31,348840,N,F
PSUIN300384MICRO0113339,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,26260,11247,47,389290,N,M
PSUIN300168MICRO0130454,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,28080,9646,25,502110,N,F
PSUIN3006MICRO0143727,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,27560,12126,60,409596,N,M
PSUIN300204MICRO0115324,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,27540,11734,31,288557,N,M
PSUIN30035MICRO0122526,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,28890,9639,46,247590,N,F
PSUIN30033MICRO0122769,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,28080,9639,39,460512,Y,M
PSUIN30074MICRO0110131,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,30600,12915,61,337688,Y,F
PSUIN300375MICRO0132435,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,31620,12052,46,386820,Y,M
PSUIN300168MICRO0127967,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,35970,14998,26,408949,Y,M
PSUIN30070MICRO0138572,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,35640,14028,37,539478,N,M
PSUIN300320MICRO0116988,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,36040,16524,38,289850,N,F
PSUIN30046MICRO0113568,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,34680,16456,44,327600,N,F
PSUIN300188MICRO0111044,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,36050,13608,32,265356,Y,F
PSUIN300347MICRO0116995,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,35350,14700,26,512346,N,F
PSUIN300305MICRO0141645,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,39600,17107,50,405825,N,M
PSUIN300271MICRO0110637,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,37370,17815,51,328790,N,M
PSUIN300321MICRO0133490,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,39900,17556,45,503606,N,M
PSUIN300492MICRO0132143,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,44520,18345,48,326432,N,F
PSUIN300152MICRO0111794,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,44880,17419,66,361989,N,F
PSUIN30069MICRO011037,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,52800,21254,45,310128,N,F
PSUIN300193MICRO0148158,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,52800,22598,30,424944,N,M
PSUIN30035MICRO0144524,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,51360,19334,35,359264,Y,F
PSUIN30033MICRO0132730,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,50500,19260,56,330440,Y,M
PSUIN300159MICRO0146456,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,53040,25015,36,377936,Y,M
PSUIN300179MICRO018185,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,53040,21848,26,334464,N,F
PSUIN300427MICRO012230,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,57200,24372,32,369358,Y,M
PSUIN30022MICRO0148725,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,57200,25272,24,359532,Y,F
PSUIN300445MICRO0111982,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,54060,25185,43,366024,Y,M
PSUIN300432MICRO0115547,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,55080,21691,59,378216,N,M
PSUIN300188MICRO0113059,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,55080,21135,40,350532,Y,M
PSUIN300316MICRO0110032,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,59950,24997,33,425287,N,M
PSUIN300240MICRO0121916,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,63800,22103,56,301252,N,M
PSUIN30053MICRO0144365,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,73030,31054,26,217560,Y,M
PSUIN30018MICRO012461,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,85600,30240,49,302366,N,F
PSUIN300278MICRO014963,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,85850,38148,45,426624,N,M
PSUIN300327MICRO0121207,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,91160,39087,57,409395,N,M
PSUIN300494MICRO0124941,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,88880,39177,31,452320,N,F
PSUIN300116MICRO0140197,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,101970,46332,35,275918,N,M
PSUIN300467MICRO0118822,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,104940,39124,48,699930,N,M
PSUIN300456MICRO0122068,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,117700,45389,51,1059300,N,M
PSUIN300156MICRO0137207,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,111180,46237,43,831670,N,F
PSUIN30067MICRO015771,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,128620,46716,31,1529280,N,F
PSUIN300201MICRO0111625,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,137360,51326,52,1821040,Y,M
NBFCIN301AUTO20107,Q2,FY19,Retail,NBFC,Auto Loans,245672,90898,21,936768,N,F
IC00484AUL49685,Q2,FY21,Retail,PVT Bank,Auto Loans,170940,74725,52,2507120,Y,F
IC00296AUL8201,Q2,FY19,Retail,PVT Bank,Auto Loans,289993,268902,38,1344513,N,M
PSUNAUTO92LOA12891,Q2,FY19,Retail,PSU Bank,Auto Loans,271508,160532,44,3993540,N,M
PVTN96CCL6955,Q2,FY21,Retail,PVT Bank,Credit Card,30975,12218,61,312119,N,M
PSUN46CC6563,Q2,FY20,Retail,PSU Bank,Credit Card,32340,18830,45,388926,N,M
PVTN75CCL8428,Q2,FY20,Retail,PVT Bank,Credit Card,28160,7255,43,394181,N,M
PVTN67CCL9866,Q2,FY19,Retail,PVT Bank,Credit Card,33936,21934,32,551124,Y,F
PVTN59CCL11392,Q2,FY19,Retail,PVT Bank,Credit Card,22896,13801,50,601920,N,M
PVTN68CCL8092,Q2,FY20,Retail,PVT Bank,Credit Card,17490,6864,43,596775,Y,M
NBFCINCC30ZA01974,Q2,FY21,Retail,NBFC,Credit Card,42907,10626,31,602517,Y,M
PVTN34CCL467,Q2,FY20,Retail,PVT Bank,Credit Card,30495,9393,50,585452,N,M
PVTN24CCL2633,Q2,FY19,Retail,PVT Bank,Credit Card,32230,12774,52,651990,Y,M
PSUN90CC7699,Q2,FY20,Retail,PSU Bank,Credit Card,19292,11274,39,723276,N,M
PVTN49CCL4676,Q2,FY21,Retail,PVT Bank,Credit Card,32100,10395,37,698088,N,M
PVTN49CCL7713,Q2,FY19,Retail,PVT Bank,Credit Card,3774,2324,40,743864,Y,F
PVTN73CCL3892,Q2,FY19,Retail,PVT Bank,Credit Card,22032,11668,50,769330,N,M
NBFCINCC30ZA011381,Q2,FY19,Retail,NBFC,Credit Card,33491,17409,30,749325,N,F
PVTN92CCL5528,Q2,FY20,Retail,PVT Bank,Credit Card,22220,12100,44,779312,N,M
PVTN82CCL3936,Q2,FY19,Retail,PVT Bank,Credit Card,28449,7947,54,799956,N,M
PVTN93CCL6126,Q2,FY20,Retail,PVT Bank,Credit Card,25620,14435,35,795224,N,M
PVTN8CCL4712,Q2,FY21,Retail,PVT Bank,Credit Card,17928,6510,43,800724,N,M
PVTN88CCL11342,Q2,FY21,Retail,PVT Bank,Credit Card,19005,8362,48,789672,N,M
NBFCINCC30ZA010395,Q2,FY20,Retail,NBFC,Credit Card,35860,8720,54,847046,N,M
PVTN41CCL1342,Q2,FY21,Retail,PVT Bank,Credit Card,19364,9306,43,849060,N,M
PSUN68CC3641,Q2,FY21,Retail,PSU Bank,Credit Card,28737,16829,39,847980,N,M
PVTN85CCL5390,Q2,FY20,Retail,PVT Bank,Credit Card,19980,8115,52,859452,N,M
PVTN82CCL10790,Q2,FY19,Retail,PVT Bank,Credit Card,26288,9017,59,941160,N,F
PSUN20CC6492,Q2,FY20,Retail,PSU Bank,Credit Card,29960,7571,37,897416,N,F
PVTN77CCL2358,Q2,FY20,Retail,PVT Bank,Credit Card,39390,20256,46,943072,N,M
PVTN3CCL8414,Q2,FY21,Retail,PVT Bank,Credit Card,17340,8445,53,1021957,Y,M
PVTN14CCL5081,Q2,FY19,Retail,PVT Bank,Credit Card,27248,17200,30,1091697,Y,M
PSUN84CC10475,Q2,FY20,Retail,PSU Bank,Credit Card,30450,18966,51,1202410,N,M
PSUN72CC5448,Q2,FY19,Retail,PSU Bank,Credit Card,29321,9511,53,1662031,Y,M
NBFCIN060TWL33,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,51230,28007,48,741200,Y,F
NBFCIN297TWL205,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,57780,33199,36,927282,Y,M
NBFCIN190TWL12231,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,41040,22990,44,856278,N,M
NBFCIN142TWL4762,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,57240,35040,30,213531,N,F
NBFCIN280TWL6461,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,45360,29828,28,820758,Y,M
NBFCIN130TWL12056,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,50600,27747,38,523240,N,F
NBFCIN391TWL3083,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,49440,33264,35,875364,Y,F
NBFCIN376TWL6667,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,43200,24640,48,697203,Y,M
NBFCIN117TWL9602,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,41800,27242,45,168708,N,F
IC0700TWL9,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,46200,25821,34,520850,N,F
PVTN361TWL1880,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,55120,32874,56,731646,N,M
PVTN292TWL11998,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,33790,21185,51,999748,Y,M
PVTN282TWL3600,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,51700,32918,40,1074876,N,M
PVTN44TWL2038,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,49980,32300,29,1152130,N,F
PVTN167TWL6030,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,81370,31284,55,611050,N,M
PVTN204TWL5598,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,54060,18714,28,1024384,Y,M
PVTN255TWL52,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,49050,16379,35,534088,N,F
PVTN278TWL2243,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,59590,21664,37,714960,Y,F
PVTN313TWL4804,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,21000,6592,48,539274,N,F
PVTN325TWL8020,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,14170,4461,50,511864,Y,M
PVTN339TWL3012,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,57200,22951,34,600710,N,F
PVTN359TWL1195,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,43860,16082,32,539784,N,F
PVTN416TWL5702,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,57120,20972,48,619837,N,F
PVTN48TWL7199,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,41410,15785,25,885768,N,F
PVTN54TWL10688,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,44100,16480,31,560011,N,M
PVTN66TWL6771,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,64480,21290,40,626566,N,M
PSUN148TWL6395,Q2,FY21,Retail,PSU Bank,Two-Wheeler Loan,72450,26551,43,1336937,N,M
NBFCIN000COML350,Q3,FY21,Commercial,NBFC,Commercial Loan,156659360,78329680,48,61571647,N,M
NBFCIN000COML414,Q3,FY19,Commercial,NBFC,Commercial Loan,19506100,4010600,48,14766300,N,M
NBFCIN000COML387,Q3,FY20,Commercial,NBFC,Commercial Loan,10780200,3661200,31,3890025,N,M
PVT00COM100,Q3,FY19,Commercial,PVT Bank,Commercial Loan,11527760,5707920,31,5707920,N,F
PVT00COM172,Q3,FY20,Commercial,PVT Bank,Commercial Loan,20301750,3944340,32,9764175,N,F
PSUIN300262MICRO0136407,Q3,FY19,Commercial,PSU Bank,Commercial Loan,282382200,92384300,32,205903687,N,M
PSUIN30062MICRO0139175,Q3,FY21,Commercial,PSU Bank,Commercial Loan,355428320,90517960,41,169409760,N,M
PSUIN30048MICRO0138254,Q3,FY21,Commercial,PSU Bank,Commercial Loan,3971880,1985940,32,3212550,Y,M
NBFCIN0001007,Q3,FY21,Microfinance,NBFC,Microfinance Loan,8320,2604,56,459672,N,M
NBFCIN0001037,Q3,FY20,Microfinance,NBFC,Microfinance Loan,14560,5341,45,1085346,N,M
NBFCIN0001138,Q3,FY20,Microfinance,NBFC,Microfinance Loan,14280,4774,44,559843,N,M
NBFCIN0001040,Q3,FY19,Microfinance,NBFC,Microfinance Loan,16500,5827,34,755038,N,M
NBFCIN0002026,Q3,FY21,Microfinance,NBFC,Microfinance Loan,15750,4654,30,718855,Y,F
NBFCIN0002033,Q3,FY19,Microfinance,NBFC,Microfinance Loan,16500,5088,54,334338,Y,M
NBFCIN0001119,Q3,FY21,Microfinance,NBFC,Microfinance Loan,16480,4732,31,612260,N,M
NBFCIN0002036,Q3,FY21,Microfinance,NBFC,Microfinance Loan,16960,4536,41,985400,N,F
NBFCIN0001974K,Q3,FY20,Microfinance,NBFC,Microfinance Loan,17680,5480,56,864050,N,M
NBFCIN0001046,Q3,FY21,Microfinance,NBFC,Microfinance Loan,26400,6801,59,900762,N,M
NBFCIN0001240,Q3,FY21,Microfinance,NBFC,Microfinance Loan,27250,8332,34,794556,N,M
NBFCIN0001246,Q3,FY20,Microfinance,NBFC,Microfinance Loan,26000,9180,59,891774,N,M
NBFCIN0002063,Q3,FY21,Microfinance,NBFC,Microfinance Loan,28620,10289,58,596024,Y,M
NBFCIN0002173,Q3,FY20,Microfinance,NBFC,Microfinance Loan,28890,10011,54,724395,N,M
NBFCIN0002196,Q3,FY21,Microfinance,NBFC,Microfinance Loan,27540,9639,39,681468,N,M
NBFCIN0002197,Q3,FY19,Microfinance,NBFC,Microfinance Loan,28080,8089,61,522004,Y,M
NBFCIN0001352,Q3,FY19,Microfinance,NBFC,Microfinance Loan,40330,14115,46,429728,Y,F
NBFCIN0001448,Q3,FY19,Microfinance,NBFC,Microfinance Loan,39220,13963,45,772145,Y,M
NBFCIN0001419,Q3,FY20,Microfinance,NBFC,Microfinance Loan,41730,12936,26,334950,N,M
NBFCIN0001055W,Q3,FY20,Microfinance,NBFC,Microfinance Loan,41600,14520,52,609348,Y,M
NBFCIN0001351,Q3,FY20,Microfinance,NBFC,Microfinance Loan,42000,14280,31,652520,N,M
NBFCIN0001717,Q3,FY20,Microfinance,NBFC,Microfinance Loan,47960,11440,63,496398,N,F
NBFCIN0001550,Q3,FY21,Microfinance,NBFC,Microfinance Loan,50600,13537,57,918060,N,M
NBFCIN0001666,Q3,FY20,Microfinance,NBFC,Microfinance Loan,50600,14766,37,703522,N,F
NBFCIN0001456,Q3,FY19,Microfinance,NBFC,Microfinance Loan,51840,15552,54,914550,N,M
NBFCIN0002344,Q3,FY20,Microfinance,NBFC,Microfinance Loan,49440,14380,57,785620,Y,M
NBFCIN000940,Q3,FY19,Microfinance,NBFC,Microfinance Loan,54600,13130,32,687261,N,M
NBFCIN0001579,Q3,FY19,Microfinance,NBFC,Microfinance Loan,53530,20415,56,913395,N,F
NBFCIN0001099,Q3,FY19,Microfinance,NBFC,Microfinance Loan,75970,22031,30,897724,N,M
NBFCIN0001859,Q3,FY20,Microfinance,NBFC,Microfinance Loan,76220,27713,48,571547,Y,F
NBFCIN0001733,Q3,FY19,Microfinance,NBFC,Microfinance Loan,90780,29245,55,753708,Y,M
NBFCIN000440,Q3,FY20,Microfinance,NBFC,Microfinance Loan,95400,25515,31,887094,N,M
NBFCIN000498,Q3,FY19,Microfinance,NBFC,Microfinance Loan,96600,30084,35,644805,N,M
NBFCIN0002445,Q3,FY20,Microfinance,NBFC,Microfinance Loan,113420,28906,47,951615,Y,M
NBFCIN000296L,Q3,FY20,Microfinance,NBFC,Microfinance Loan,125240,43251,26,726110,Y,M
PVT00MICROV2285,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,6480,3150,36,1248940,Y,M
PVT00MICROV1751,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,12960,5140,43,1060776,N,F
PVT00MICROV525,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,12720,4070,42,810846,Y,F
PVT00MICROV1396,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,15900,6259,49,540749,N,M
PVT00MICROV1433,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,15900,5772,56,386370,Y,M
PVT00MICROV1002,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,17340,6696,30,560388,N,M
PVT00MICROV1946,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,18360,8032,41,476518,N,M
PVT00MICROV1421,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,22050,10164,35,691446,Y,M
PVT00MICROV142,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,25500,8720,59,197039,N,F
PVT00MICROV1959,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,28080,12636,57,306944,N,M
PVT00MICROV53,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,28620,13662,41,984104,Y,M
PVT00MICROV1541,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,31200,14805,32,213615,Y,M
PVT00MICROV1294,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,33660,12342,36,792438,N,M
PVT00MICROV2193,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,34650,10982,34,875809,N,M
PVT00MICROV2040,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37060,13790,44,634400,Y,M
PVT00MICROV1172,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37800,18200,33,783864,N,M
PVT00MICROV350,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,39600,11865,30,569976,Y,M
PVT00MICROV1361,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,39140,18217,43,1712006,N,M
PVT00MICROV2186,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,38380,19228,51,1780731,Y,M
PVT00MICROV2210,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,41800,12790,40,1654290,N,M
PVT00MICROV403,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,49440,24192,46,869696,Y,F
PVT00MICROV799,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,57780,18543,47,871532,N,M
PVT00MICROV2332,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,61480,20097,48,1623534,N,M
PVT00MICROV706,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,82620,42768,26,1760872,N,F
PVT00MICROV2282,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,89610,41298,34,1143064,Y,M
PVT00MICROV1240,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,104500,31663,40,807768,Y,M
PVT00MICROV1085,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,101970,32630,46,1653471,N,M
PVT00MICROV685,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,119700,54172,30,1226113,Y,M
PVT00MICROV350,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,119480,54960,34,902378,N,M
PSUIN300269MICRO0115538,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,8720,3264,49,413236,N,F
PSUIN300320MICRO013273,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,14840,6622,65,450345,Y,M
PSUIN300432MICRO0139496,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,16640,6489,38,473496,N,M
PSUIN300309MICRO016086,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,17440,7744,57,355878,Y,M
PSUIN300421MICRO0110190,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,17170,8568,57,328149,N,F
PSUIN300137MICRO0119975,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,18530,7388,49,416850,N,M
PSUIN300215MICRO0130980,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,18360,8586,31,432730,N,M
PSUIN300455MICRO0128991,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,23460,10087,36,286330,N,M
PSUIN300352MICRO017779,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,25750,9180,33,273104,N,M
PSUIN300468MICRO0113468,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,28600,10472,40,342087,Y,M
PSUIN300257MICRO0138670,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,28600,11783,51,190842,N,F
PSUIN300499MICRO0121379,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,27810,10089,32,304114,N,F
PSUIN300411MICRO0129650,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,37400,14453,52,459326,Y,M
PSUIN300232MICRO0135011,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,36400,15400,48,320220,N,F
PSUIN300163MICRO018849,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,35350,13104,29,283618,N,F
PSUIN300237MICRO0121650,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,36400,15785,45,352944,N,F
PSUIN30021MICRO0121723,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,39600,15264,52,308490,Y,F
PSUIN300436MICRO0111834,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,40330,16535,42,246541,Y,M
PSUIN300117MICRO0142295,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,38760,16758,31,453359,Y,F
PSUIN300245MICRO0121104,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,50760,21826,48,504136,Y,M
PSUIN30019MICRO0129225,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,48410,20727,36,272950,N,F
PSUIN300284MICRO0117225,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,52320,19536,36,570208,Y,F
PSUIN300161MICRO0125800,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,54500,22360,38,353601,Y,M
PSUIN300267MICRO0122105,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,53000,19620,54,322770,Y,M
PSUIN300104MICRO015074,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,52520,19656,41,351015,N,M
PSUIN300156MICRO0115952,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,57770,25519,41,207124,N,M
PSUIN300293MICRO013002,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,55650,20542,32,395011,Y,M
